agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,769339031766120731,0,0.0,0,0
0,38,38,0,100.0,8.01,0,1070,8.01,554.4582106148098,10492.96,0,0,249,0,0,0,13576,7789,0.14,1,73,81.43,1.0,0.47,-0.17,17.92,0.0,-0.19,1.0,2.52,3.46,-1.0,-0.92,1.18,3.45,49.5,-0.11,18,212,3,769339031766120731,0,0.0,1,34
0,20,20,0,100.0,8.25,0,973,8.25,-312.792935582801,9450.08,0,0,247,0,0,0,5000,7385,0.149,0,68,82.43,2.0,1.4,-0.1,10.42,0.0,-0.05,1.0,2.53,3.51,-1.0,-0.86,1.35,3.49,49.22,-0.09,15,192,3,769339031766120731,0,0.0,2,22
0,17,18,0,100.0,8.36,1,876,8.36,-285.7596908167402,8482.29,0,0,244,0,0,0,5000,7266,0.164,0,64,82.43,3.0,2.28,-0.09,10.34,0.0,0.09,1.0,2.52,3.48,-1.0,-0.79,1.26,3.55,48.75,-0.04,12.02,174,3,769339031766120731,0,0.0,3,20
0,10,14,0,100.0,8.4,4,799,8.4,-216.65557802481578,7795.65,0,0,240,0,0,0,5000,7267,0.174,0,56,82.43,4.0,3.14,-0.06,8.75,0.0,0.19,1.0,2.5,3.49,-1.0,-0.73,1.46,3.52,48.72,-0.02,14,160,3,769339031766120731,0,0.0,4,10
0,10,14,0,100.0,8.79,4,713,8.79,-163.77869067030366,7128.04,0,0,236,0,0,0,5000,7304,0.19,0,51,83.43,5.0,4.29,-0.07,9.59,0.0,0.25,1.0,2.44,3.52,-1.0,-0.67,1.02,3.55,48.82,-0.0,9,146,3,769339031766120731,0,0.0,5,10
0,6,10,0,100.0,8.97,4,662,8.97,-108.33915401996285,6692.72,0,0,231,0,0,0,5000,7342,0.202,0,51,84.43,6.0,5.2,-0.04,7.35,0.0,0.34,1.0,2.43,3.51,-1.0,-0.63,1.01,3.54,49.21,0.02,10.33,136,3,769339031766120731,0,0.0,6,10
0,5,12,0,100.0,9.44,7,597,9.44,-98.52792187226277,6174.06,0,0,226,0,0,0,5000,7399,0.216,0,46,85.43,7.0,6.17,-0.04,9.68,0.0,0.43,1.0,2.41,3.47,-1.0,-0.58,1.4,3.6,49.79,0.05,6.95,124,3,769339031766120731,0,0.0,7,11
0,5,9,0,100.0,9.85,4,544,9.85,-72.50572289841062,5827.15,0,0,221,0,0,0,5000,7477,0.224,0,41,87.41,8.0,7.0,-0.04,7.83,0.0,0.51,1.0,2.37,3.51,-1.0,-0.49,1.17,3.57,50.67,0.04,3.95,115,3,769339031766120731,0,0.0,8,9
0,3,8,0,100.0,10.23,5,495,10.23,-38.06714818191463,5574.09,0,0,216,0,0,0,5000,7532,0.226,1,38,90.41,9.0,8.0,-0.03,7.48,0.0,0.54,1.0,2.31,3.5,-1.0,-0.41,1.31,3.53,52.09,-0.02,0.95,107,3,769339031766120731,0,0.0,9,9
0,2,7,0,100.0,10.79,5,459,10.79,-8.204986000322375,5393.11,0,0,211,0,0,0,5000,7572,0.228,0,36,93.41,10.0,9.0,-0.02,7.0,0.0,0.61,1.0,2.29,3.55,-1.0,-0.35,1.0,3.53,53.93,-0.02,11,100,3,769339031766120731,0,0.0,10,2
0,2,6,0,100.0,11.41,4,426,11.41,2.3813144033998874,5217.28,0,0,206,0,0,0,5000,7616,0.228,1,35,96.41,11.0,10.17,-0.02,6.38,0.0,0.63,1.0,2.27,3.62,-1.0,-0.29,1.26,3.54,55.5,-0.06,5.54,94,3,769339031766120731,0,0.0,11,8
0,1,4,0,100.0,11.98,3,400,11.98,25.445405120751822,5189.3,0,0,201,0,0,0,5000,7646,0.222,1,35,99.68,12.0,11.0,-0.01,4.44,0.0,0.72,1.0,2.22,3.62,-1.0,-0.21,1.05,3.51,57.66,-0.06,18,90,3,769339031766120731,0,0.0,12,5
0,2,4,0,100.0,12.33,2,378,12.33,29.194786888139745,5036.55,0,0,196,0,0,0,5000,7683,0.231,1,34,104.8,13.0,12.0,-0.02,4.65,0.0,0.73,1.0,2.2,3.64,-1.0,-0.15,1.26,3.55,58.56,-0.1,15,86,3,769339031766120731,0,0.0,13,8
0,3,5,0,100.0,12.64,2,356,12.64,32.93040229150099,4841.33,0,0,191,0,0,0,5000,7733,0.236,1,35,108.8,14.0,13.0,-0.04,6.17,0.0,0.79,1.0,2.2,3.7,-1.0,-0.1,1.18,3.53,59.77,-0.08,12,81,3,769339031766120731,0,0.0,14,5
0,0,1,0,100.0,12.72,1,358,12.73,22.804582519527422,4822.51,1,0,186,0,0,0,5000,7737,0.252,1,35,111.8,14.83,14.0,0.0,1.23,0.01,0.82,1.0,2.21,3.72,-1.0,-0.07,1.12,3.58,59.54,-0.11,10,81,3,769339031766120731,0,0.0,15,6
0,0,2,0,100.0,13.12,2,346,13.14,37.61543144413845,4796.22,0,0,181,0,0,0,5000,7748,0.257,1,34,114.8,15.82,15.0,0.0,2.53,0.01,0.95,1.0,2.19,3.72,-1.0,-0.0,1.18,3.54,60.71,-0.07,16.97,79,3,769339031766120731,0,0.0,16,5
0,3,6,0,100.0,13.82,3,319,13.85,4.140156278980413,4593.26,1,0,176,0,0,0,5000,7769,0.263,1,35,117.8,16.59,16.0,-0.04,8.11,0.03,0.97,1.0,2.16,3.69,-1.0,0.04,1.61,3.49,62.07,-0.06,13.97,74,3,769339031766120731,0,0.0,17,4
0,0,1,0,100.0,14.05,1,319,14.1,16.70392006666805,4619.93,1,0,171,0,0,0,5000,7787,0.27,1,32,120.8,17.36,17.0,0.0,1.35,0.04,0.99,1.0,2.16,3.72,-1.0,0.06,1.0,3.47,62.43,-0.12,9.97,74,3,769339031766120731,0,0.0,18,7
0,1,4,0,100.0,14.52,3,308,14.58,11.359601540504084,4484.32,1,0,166,0,0,0,5000,7802,0.274,1,29,123.8,18.08,18.0,-0.01,5.63,0.06,1.05,1.0,2.17,3.73,-1.0,0.11,1.14,3.55,63.16,-0.1,5.97,71,3,769339031766120731,0,0.0,19,11
0,4,5,0,100.0,15.3,1,281,15.39,43.55351340816033,4344.83,0,0,161,0,0,0,5000,7847,0.276,1,29,126.8,19.29,15.4,-0.06,7.58,0.05,1.08,1.0,2.13,3.68,-1.0,0.16,1.32,3.55,65.83,-0.06,2.97,66,3,769339031766120731,0,0.0,20,10
0,0,4,0,100.0,16.57,4,263,16.72,67.09902429715389,4295.93,0,0,157,0,0,0,5000,7861,0.267,1,29,129.8,20.24,20.0,0.0,6.45,0.05,1.2,1.0,2.12,3.74,-1.0,0.2,1.03,3.58,69.29,-0.05,8.93,62,3,769339031766120731,0,0.0,21,6
