agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,3884115939621610167,0,0.0,0,0
0,33,33,0,100.0,8.2,0,1085,8.2,784.2867159716293,10792.0,0,0,249,0,0,0,13576,7775,0.142,0,75,80,1.0,0.24,-0.15,15.21,0.0,-0.15,1.0,2.5,3.47,-1.0,-0.94,1.35,3.49,49.73,-0.06,20,217,3,3884115939621610167,0,0.0,1,19
0,25,25,0,100.0,8.43,0,957,8.43,-309.66179290780207,9605.93,0,0,247,0,0,0,5000,7384,0.143,0,66,80,2.0,1.48,-0.12,13.02,0.0,-0.02,1.0,2.49,3.47,-1.0,-0.87,1.18,3.47,50.03,-0.02,20,192,3,3884115939621610167,0,0.0,2,19
0,12,13,0,100.0,8.63,1,880,8.63,-229.3147654274348,8873.35,0,0,244,0,0,0,5000,7229,0.153,1,66,83.55,3.0,2.23,-0.06,7.26,0.0,0.05,1.0,2.46,3.51,-1.0,-0.82,1.55,3.47,49.57,-0.07,17.46,179,3,3884115939621610167,0,0.0,3,16
0,10,15,0,100.0,8.8,5,807,8.8,-192.5759496141169,8162.1,0,0,240,0,0,0,5000,7224,0.164,1,63,87.55,4.0,3.13,-0.06,9.15,0.0,0.17,1.0,2.46,3.49,-1.0,-0.76,1.44,3.4,49.77,-0.01,13.46,164,3,3884115939621610167,0,0.0,4,17
0,10,12,0,100.0,9.06,2,741,9.06,-174.52062297021075,7567.37,0,0,236,0,0,0,5000,7303,0.179,1,59,91.55,5.0,4.08,-0.07,7.89,0.0,0.2,1.0,2.44,3.48,-1.0,-0.7,1.66,3.46,49.79,-0.04,9.45,152,3,3884115939621610167,0,0.0,5,13
0,6,13,0,100.0,9.53,7,659,9.53,-128.5928111740447,7089.64,0,0,232,0,0,0,5000,7348,0.182,1,59,95.55,6.0,5.08,-0.04,9.35,0.0,0.35,1.0,2.37,3.49,-1.0,-0.65,1.23,3.5,51.0,0.04,16,139,3,3884115939621610167,0,0.0,6,8
0,4,6,0,100.0,9.79,2,624,9.79,-79.35873080122957,6770.04,0,0,228,0,0,0,5000,7395,0.199,1,58,99.55,7.0,6.0,-0.03,4.51,0.0,0.39,1.0,2.35,3.47,-1.0,-0.6,1.31,3.55,50.9,0.02,11,133,3,3884115939621610167,0,0.0,7,13
0,3,7,0,100.0,10.07,4,586,10.07,-63.508313339888524,6404.28,0,0,223,0,0,0,5000,7443,0.218,1,57,103.55,8.0,7.0,-0.02,5.56,0.0,0.45,1.0,2.33,3.47,-1.0,-0.54,1.47,3.54,50.83,0.01,7,126,3,3884115939621610167,0,0.0,8,7
0,5,9,0,100.0,10.26,4,542,10.26,-46.60079952804374,6031.53,0,0,218,0,0,0,5000,7482,0.227,1,50,106.55,9.0,8.11,-0.04,7.69,0.0,0.53,1.0,2.32,3.47,-1.0,-0.48,1.12,3.58,51.55,0.05,6,117,3,3884115939621610167,0,0.0,9,3
0,3,9,0,100.0,10.92,6,492,10.92,-37.97222174264227,5757.23,0,0,213,0,0,0,5000,7526,0.231,1,51,110.55,10.0,9.0,-0.03,8.33,0.0,0.67,1.0,2.28,3.48,-1.0,-0.42,1.04,3.6,53.31,0.11,13,108,3,3884115939621610167,0,0.0,10,8
0,2,5,0,100.0,11.45,3,463,11.45,-4.826651418308995,5647.7,0,0,208,0,0,0,5000,7560,0.236,1,48,114.55,11.0,10.0,-0.02,4.85,0.0,0.81,1.0,2.25,3.45,-1.0,-0.32,1.44,3.62,54.83,0.15,14.45,103,3,3884115939621610167,0,0.0,11,12
0,3,12,0,100.0,12.63,9,400,12.64,15.286279840541667,5258.49,0,0,203,0,0,0,5000,7599,0.235,1,42,118.55,12.0,11.17,-0.03,13.19,0.0,0.94,1.0,2.2,3.49,-1.0,-0.25,1.37,3.63,57.79,0.22,7.45,91,3,3884115939621610167,0,0.0,12,5
