agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,3913812139099778064,0,0.0,0,0
0,34,34,0,100.0,8.18,0,1079,8.18,960.5168622775346,10766.19,0,0,249,0,0,0,13576,7762,0.141,1,74,79,1.0,0.18,-0.15,15.74,0.0,-0.1,1.0,2.5,3.53,-1.0,-0.92,1.23,3.5,49.84,-0.03,19,216,3,3913812139099778064,0,0.0,1,27
0,23,23,0,100.0,8.29,0,972,8.29,-307.0537388691919,9528.56,0,0,247,0,0,0,5000,7359,0.151,1,70,82,2.0,1.3,-0.12,11.92,0.0,-0.02,1.0,2.52,3.5,-1.0,-0.85,1.09,3.51,49.37,-0.05,15.43,193,3,3913812139099778064,0,0.0,2,22
0,11,11,0,100.0,8.24,0,914,8.24,-260.60088900271387,8848.98,0,0,244,0,0,0,5000,7199,0.165,1,66,85,3.0,2.36,-0.06,6.04,0.0,0.11,1.0,2.51,3.49,-1.0,-0.78,1.13,3.49,48.62,-0.04,11.43,182,3,3913812139099778064,0,0.0,3,14
0,11,16,0,100.0,8.42,5,821,8.42,-229.5281773484612,8049.05,0,0,241,0,0,0,5000,7197,0.18,2,58,88,4.0,3.25,-0.07,9.64,0.0,0.21,1.0,2.47,3.53,-1.0,-0.73,1.33,3.52,48.49,0.01,7.43,166,3,3913812139099778064,0,0.0,4,10
0,6,11,0,100.0,8.64,5,756,8.64,-171.68689990994483,7584.88,0,0,237,0,0,0,5000,7243,0.184,0,54,91,5.0,4.27,-0.04,7.1,0.0,0.25,1.0,2.44,3.56,-1.0,-0.68,1.03,3.56,48.93,-0.04,16.56,155,3,3913812139099778064,0,0.0,5,11
0,6,14,0,100.0,9.08,8,673,9.08,-131.94068714546208,6974.91,0,0,233,0,0,0,5000,7312,0.193,0,49,93.78,6.0,5.07,-0.04,9.93,0.0,0.3,1.0,2.39,3.52,-1.0,-0.61,1.05,3.66,49.47,-0.05,15,141,3,3913812139099778064,0,0.0,6,8
0,7,14,0,100.0,9.82,7,595,9.82,-89.65653762789466,6507.79,0,0,228,0,0,0,5000,7367,0.193,1,44,96.78,7.0,6.21,-0.06,11.02,0.0,0.43,1.0,2.34,3.53,-1.0,-0.53,1.29,3.7,51.24,0.01,20,127,3,3913812139099778064,0,0.0,7,11
0,6,10,0,100.0,10.12,4,551,10.12,-54.0970072189494,6077.67,0,0,223,0,0,0,5000,7436,0.202,1,46,99.78,8.0,7.2,-0.05,8.55,0.0,0.45,1.0,2.35,3.47,-1.0,-0.45,1.1,3.72,51.95,-0.06,17.1,117,3,3913812139099778064,0,0.0,8,12
0,2,2,0,100.0,10.29,0,540,10.29,-30.50459877694973,5971.89,0,0,218,0,0,0,5000,7477,0.22,1,46,101.78,9.0,8.0,-0.02,1.74,0.0,0.54,1.0,2.35,3.45,-1.0,-0.38,1.22,3.73,51.93,-0.06,12.1,115,3,3913812139099778064,0,0.0,9,15
