agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,2162630755347188081,0,0.0,0,0
0,29,29,0,100.0,8.3,0,1109,8.3,830.2058078242285,10951.46,0,0,249,0,0,0,13576,7699,0.138,2,75,79,1.0,0.21,-0.12,13.12,0.0,-0.16,1.0,2.51,3.52,-1.0,-0.92,1.19,3.45,49.55,-0.11,20,221,3,2162630755347188081,0,0.0,1,36
0,19,19,0,100.0,8.47,0,1017,8.47,-256.2623333138424,9968.1,0,0,247,0,0,0,5000,7247,0.149,1,68,80,2.0,1.26,-0.09,9.41,0.0,-0.06,1.0,2.52,3.52,-1.0,-0.85,1.28,3.42,49.35,-0.11,19,202,3,2162630755347188081,0,0.0,2,24
0,18,19,0,100.0,8.79,1,906,8.79,-232.7537992116163,9060.76,0,0,244,0,0,0,5000,7101,0.158,2,62,80.92,3.0,2.32,-0.1,10.38,0.0,0.06,1.0,2.48,3.49,-1.0,-0.79,1.1,3.38,49.51,-0.05,14.43,183,3,2162630755347188081,0,0.0,3,11
0,14,16,0,100.0,9.24,2,818,9.24,-193.23629329947565,8302.45,0,0,241,0,0,0,5000,7124,0.17,0,57,83.92,4.0,3.12,-0.08,9.58,0.0,0.16,1.0,2.45,3.5,-1.0,-0.71,1.12,3.37,49.72,-0.04,9.61,167,3,2162630755347188081,0,0.0,4,15
0,10,13,0,100.0,9.63,3,753,9.63,-136.06598546953342,7648.26,0,0,237,0,0,0,5000,7198,0.188,2,53,84.92,5.0,4.08,-0.06,8.44,0.0,0.3,1.0,2.44,3.5,-1.0,-0.64,1.3,3.38,49.66,0.01,4.61,154,3,2162630755347188081,0,0.0,5,13
0,7,14,0,100.0,10.18,7,679,10.18,-101.40319601306794,7138.61,0,0,233,0,0,0,5000,7263,0.19,2,48,86.3,6.0,5.0,-0.05,10.0,0.0,0.46,1.0,2.42,3.41,-1.0,-0.59,1.07,3.41,50.99,0.1,12,140,3,2162630755347188081,0,0.0,6,11
0,7,9,0,100.0,10.51,2,625,10.51,-83.45334290456745,6718.2,0,0,228,0,0,0,5000,7345,0.206,1,46,89.3,7.0,6.11,-0.05,6.87,0.0,0.48,1.0,2.39,3.32,-1.0,-0.52,1.35,3.47,51.28,0.06,11.39,131,3,2162630755347188081,0,0.0,7,14
0,6,9,0,100.0,10.76,3,578,10.76,-59.18718266298472,6370.45,0,0,223,0,0,0,5000,7407,0.215,1,44,91.3,8.0,7.11,-0.05,7.38,0.0,0.6,1.0,2.37,3.33,-1.0,-0.45,1.12,3.39,52.22,0.1,12,122,3,2162630755347188081,0,0.0,8,18
0,10,12,0,100.0,10.95,2,522,10.95,-59.579436111274674,5772.29,0,0,218,0,0,0,5000,7508,0.236,1,39,93.3,9.0,8.17,-0.09,10.91,0.0,0.61,1.0,2.37,3.35,-1.0,-0.37,1.25,3.4,52.48,0.08,6,110,3,2162630755347188081,0,0.0,9,10
0,3,8,0,100.0,11.6,5,476,11.6,-14.086174918308329,5594.66,0,0,213,0,0,0,5000,7540,0.229,1,39,95.3,10.0,9.0,-0.03,7.84,0.0,0.83,1.0,2.33,3.33,-1.0,-0.3,1.41,3.49,54.85,0.16,14.71,102,3,2162630755347188081,0,0.0,10,7
0,2,6,0,100.0,12.29,4,435,12.29,-3.4932159852651594,5449.25,0,0,208,0,0,0,5000,7572,0.231,1,36,97.3,11.0,10.0,-0.02,6.25,0.0,0.87,1.0,2.27,3.34,-1.0,-0.25,1.27,3.52,56.76,0.14,12.77,96,3,2162630755347188081,0,0.0,11,14
0,3,7,0,100.0,13.05,4,396,13.05,16.92095916309122,5264.91,0,0,203,0,0,0,5000,7621,0.23,2,32,99.65,12.0,11.0,-0.03,7.87,0.0,0.96,1.0,2.22,3.37,-1.0,-0.21,1.22,3.51,59.16,0.2,9.77,89,3,2162630755347188081,0,0.0,12,9
0,1,3,0,100.0,13.42,2,383,13.42,36.40486632638019,5167.86,0,0,198,0,0,0,5000,7661,0.237,1,31,102.65,13.0,12.0,-0.01,3.49,0.0,1.02,1.0,2.23,3.38,-1.0,-0.15,1.06,3.53,60.09,0.18,6.21,86,3,2162630755347188081,0,0.0,13,7
0,2,2,0,100.0,13.31,0,378,13.31,-72.6688257118712,5112.89,2,0,193,0,0,0,5000,7682,0.246,2,31,105.65,13.7,13.0,-0.02,2.33,0.02,1.07,1.0,2.2,3.4,-1.0,-0.09,1.24,3.59,59.45,0.16,2.21,86,3,2162630755347188081,0,0.0,14,14
0,4,7,0,100.0,14.3,3,339,14.3,28.730745239891114,4937.96,0,0,188,0,0,0,5000,7728,0.238,1,29,111.74,14.84,12.14,-0.05,8.86,0.01,1.2,1.0,2.15,3.42,-1.0,-0.01,1.46,3.47,62.51,0.24,5.83,79,3,2162630755347188081,0,0.0,15,15
0,3,6,0,100.0,14.73,3,315,14.73,-23.55754059290058,4759.7,2,0,183,0,0,0,5000,7745,0.227,1,31,114.74,15.43,15.0,-0.04,8.0,0.04,1.26,1.0,2.1,3.47,-1.0,0.03,1.03,3.53,63.46,0.23,2.83,75,3,2162630755347188081,0,0.0,16,8
0,3,6,0,100.0,15.8,3,292,15.8,44.78500462240736,4583.71,1,0,178,0,0,0,5000,7782,0.243,1,28,132.22,16.16,16.0,-0.04,8.57,0.03,1.2,1.0,2.09,3.51,-1.0,0.08,1.07,3.54,65.48,0.14,8.04,70,3,2162630755347188081,0,0.0,17,8
0,1,1,0,100.0,16.2,0,289,16.2,70.68643925753503,4606.21,0,0,173,0,0,0,5000,7808,0.251,1,27,136.22,17.36,2.0,-0.01,1.45,0.01,1.27,1.0,2.09,3.51,-1.0,0.14,1.05,3.51,66.76,0.13,4.04,69,3,2162630755347188081,0,0.0,18,6
0,0,5,0,100.0,17.82,5,259,17.82,74.44954312164889,4596.7,0,0,168,0,0,0,5000,7820,0.223,2,24,140.22,18.31,18.0,0.0,7.81,0.02,1.43,1.0,2.02,3.53,-1.0,0.22,1.39,3.56,71.82,0.2,9,64,3,2162630755347188081,0,0.0,19,7
0,3,4,0,100.0,18.96,1,237,19.02,72.79571536598218,4512.31,0,0,163,0,0,0,5000,7863,0.217,2,23,144.22,19.27,19.25,-0.05,6.67,0.02,1.39,1.0,1.98,3.52,-1.0,0.26,1.41,3.5,75.21,0.17,7.34,60,3,2162630755347188081,0,0.0,20,7
0,3,5,0,100.0,20.35,2,212,20.48,27.442978180248573,4414.12,1,0,158,0,0,0,5000,7914,0.197,2,21,148.22,19.86,20.0,-0.05,8.93,0.04,1.42,1.0,1.89,3.55,-1.0,0.31,1.01,3.41,78.82,0.13,14.02,56,3,2162630755347188081,0,0.0,21,4
0,1,1,0,100.0,21.09,0,210,21.3,1.3093367729541399,4503.12,0,0,153,0,0,0,5000,7941,0.202,1,22,152.22,20.84,21.0,-0.02,1.82,0.02,1.41,1.0,1.91,3.55,-1.0,0.33,1.0,3.45,81.87,0.08,11.02,55,3,2162630755347188081,0,0.0,22,2
0,1,3,0,100.0,22.8,2,198,23.08,82.21179056648087,4476.73,0,0,148,0,0,0,5000,7961,0.19,1,24,156.22,21.77,22.0,-0.02,5.77,0.02,1.47,1.0,1.9,3.6,-1.0,0.42,1.53,3.56,86.09,0.05,6.02,52,3,2162630755347188081,0,0.0,23,6
0,1,1,0,100.0,23.5,0,193,23.84,73.93985508270339,4497.46,0,0,144,0,0,0,5000,7975,0.192,1,24,160.22,22.75,23.0,-0.02,1.96,0.02,1.44,1.0,1.89,3.55,-1.0,0.44,1.07,3.53,88.19,-0.0,3.02,51,3,2162630755347188081,0,0.0,24,5
0,0,1,0,100.0,23.2,1,193,23.71,29.366758306383183,4597.44,2,0,140,0,0,0,5000,7958,0.19,1,26,164.22,22.85,24.0,0.0,1.92,0.04,1.35,1.0,1.86,3.67,-1.0,0.41,1.4,3.58,88.41,-0.09,24.34,52,3,2162630755347188081,0,0.0,25,4
0,0,0,0,100.0,22.89,0,199,23.42,32.80461524088716,4711.44,2,0,136,0,0,0,5000,7942,0.195,1,28,145.74,23.0,0,0.0,0.0,0.07,1.37,1.0,1.84,3.63,-1.0,0.42,1.01,3.54,87.25,-0.13,26.34,54,3,2162630755347188081,0,0.0,26,7
0,2,2,0,100.0,23.88,0,189,24.81,90.14919200116263,4674.42,0,0,132,0,0,0,5000,7960,0.195,1,26,149.74,23.88,26.0,-0.04,3.85,0.08,1.5,1.0,1.82,3.65,-1.0,0.46,1.12,3.52,89.89,-0.0,28.34,52,3,2162630755347188081,0,0.0,27,6
0,2,2,0,100.0,23.14,0,185,24.42,70.79992061289022,4550.11,1,0,128,0,0,0,5000,7977,0.197,1,27,153.74,24.29,27.0,-0.04,3.92,0.08,1.31,1.0,1.81,3.59,-1.0,0.45,1.35,3.51,89.22,-0.18,30.34,51,3,2162630755347188081,0,0.0,28,3
0,0,0,0,100.0,23.27,0,185,24.96,93.99999999999999,4644.11,0,0,125,0,0,0,5000,7986,0.197,1,29,157.74,25.29,0,0.0,0.0,0.08,1.39,1.0,1.81,3.59,-1.0,0.47,1.0,3.51,91.06,-0.16,32.34,51,3,2162630755347188081,0,0.0,29,2
0,1,1,0,100.0,22.61,0,186,24.45,18.605422458305952,4700.75,2,0,122,0,0,0,5000,7975,0.19,1,27,158.65,25.25,29.0,-0.02,1.92,0.1,1.3,1.0,1.79,3.58,-1.0,0.44,1.19,3.48,90.4,-0.22,36.63,52,3,2162630755347188081,0,0.0,30,4
0,1,1,0,100.0,23.31,0,182,25.61,93.00000000000004,4740.25,0,0,119,0,0,0,5000,7985,0.188,1,27,162.65,26.63,6.0,-0.02,1.96,0.1,1.38,1.0,1.78,3.53,-1.0,0.49,1.02,3.43,92.95,-0.19,38.63,51,3,2162630755347188081,0,0.0,31,3
0,1,1,0,100.0,23.41,0,182,26.19,35.525705939859535,4776.75,1,0,116,0,0,0,5000,7987,0.198,1,25,166.65,27.55,4.0,-0.02,1.96,0.12,1.36,1.0,1.78,3.55,-1.0,0.52,1.09,3.37,93.66,-0.25,33.94,51,3,2162630755347188081,0,0.0,32,3
0,1,2,0,100.0,23.73,1,179,26.73,22.380944875325273,4736.66,2,0,113,0,0,0,5000,7975,0.209,1,26,164.15,27.29,32.0,-0.02,3.92,0.14,1.35,1.0,1.75,3.67,-1.0,0.48,1.05,3.41,92.88,-0.24,23.9,51,3,2162630755347188081,0,0.0,33,5
0,1,1,0,100.0,24.11,0,175,27.64,71.42845532595103,4764.66,0,0,110,0,0,0,5000,7980,0.21,1,27,168.15,28.18,33.0,-0.02,2.0,0.12,1.43,1.0,1.75,3.7,-1.0,0.5,1.02,3.4,95.29,-0.16,25.9,50,3,2162630755347188081,0,0.0,34,3
0,1,1,0,100.0,24.82,0,174,28.64,38.70154453542549,4820.3,1,0,107,0,0,0,5000,7980,0.209,1,31,171.51,28.5,34.0,-0.02,2.0,0.12,1.39,1.0,1.74,3.76,-1.0,0.53,1.24,3.38,96.41,-0.25,27.9,50,3,2162630755347188081,0,0.0,35,8
0,1,1,0,100.0,24.59,0,171,29.12,103.70586858818531,4791.03,0,0,105,0,0,0,5000,7994,0.209,1,29,175.51,29.37,35.0,-0.02,2.04,0.12,1.37,1.0,1.74,3.78,-1.0,0.52,1.01,3.37,97.78,-0.26,29.9,49,3,2162630755347188081,0,0.0,36,5
0,0,1,0,100.0,25.25,1,169,30.52,104.09704938643151,4763.03,0,0,103,0,0,0,5000,8000,0.209,1,27,179.51,30.23,36.0,0.0,2.08,0.12,1.44,1.0,1.76,3.79,-1.0,0.58,1.08,3.4,99.23,-0.26,32.98,48,3,2162630755347188081,0,0.0,37,5
0,1,1,0,100.0,24.86,0,172,29.93,-29.363422090140446,4787.5,3,0,101,0,0,0,5000,7986,0.221,1,28,183.51,29.28,37.0,-0.02,2.0,0.18,1.31,1.0,1.72,3.86,-1.0,0.5,1.03,3.42,95.75,-0.35,34.98,50,3,2162630755347188081,0,0.0,38,6
0,2,2,0,100.0,24.0,0,174,28.95,-2.0918252332749745,4760.43,3,0,99,0,0,0,5000,7972,0.226,1,29,187.51,29.16,14.0,-0.04,3.92,0.18,1.37,1.0,1.71,3.78,-1.0,0.46,1.38,3.43,93.34,-0.23,35.98,51,3,2162630755347188081,0,0.0,39,11
0,4,4,0,100.0,23.67,0,167,28.89,-9.318646388521834,4566.67,2,0,97,0,0,0,5000,7985,0.231,1,30,191.51,29.61,21.25,-0.08,8.16,0.16,1.32,1.0,1.7,3.67,-1.0,0.47,1.17,3.45,93.2,-0.23,36.08,49,3,2162630755347188081,0,0.0,40,9
0,2,2,0,100.0,24.14,0,162,29.56,74.05325786303928,4576.12,1,0,95,0,0,0,5000,7996,0.222,1,33,195.51,30.33,21.5,-0.04,4.17,0.17,1.39,1.0,1.69,3.69,-1.0,0.48,1.0,3.42,95.34,-0.22,35.08,48,3,2162630755347188081,0,0.0,41,6
0,2,2,0,100.0,24.87,0,157,30.56,58.99514650042687,4581.83,1,0,93,0,0,0,5000,8006,0.215,1,34,198.64,31.06,21.5,-0.04,4.26,0.19,1.45,1.0,1.67,3.72,-1.0,0.49,1.04,3.34,97.49,-0.19,34.08,47,3,2162630755347188081,0,0.0,42,4
0,1,1,0,100.0,25.3,0,157,30.73,29.31845467806039,4661.48,2,0,91,0,0,0,5000,8001,0.209,1,34,201.75,30.54,42.0,-0.02,2.08,0.19,1.39,1.0,1.64,3.69,-1.0,0.46,1.02,3.4,97.11,-0.23,32.08,48,3,2162630755347188081,0,0.0,43,7
0,3,3,0,100.0,25.77,0,149,32.19,22.45948851222822,4508.32,0,0,89,0,0,0,5000,8032,0.199,1,32,204.75,31.36,33.33,-0.07,6.67,0.13,1.42,1.0,1.66,3.67,-1.0,0.47,1.0,3.36,100.18,-0.11,32.08,45,3,2162630755347188081,0,0.0,44,4
0,1,1,0,100.0,26.81,0,146,33.67,103.43887595348082,4606.32,0,0,87,0,0,0,5000,8050,0.199,1,31,207.75,32.07,44.0,-0.02,2.27,0.09,1.42,1.0,1.66,3.66,-1.0,0.5,1.0,3.36,104.69,-0.14,32.08,44,3,2162630755347188081,0,0.0,45,4
0,2,2,0,100.0,27.26,0,143,35.0,6.026802842328436,4623.39,1,0,85,0,0,0,5000,8068,0.202,1,31,210.75,32.6,26.0,-0.05,4.65,0.05,1.37,1.0,1.66,3.74,-1.0,0.48,1.01,3.33,107.52,-0.11,32.08,43,3,2162630755347188081,0,0.0,46,3
0,0,0,0,100.0,26.52,0,151,33.48,0.590751674124185,4746.39,3,0,84,0,0,0,5000,8038,0.214,1,35,213.75,31.48,0,0.0,0.0,0.11,1.24,1.0,1.64,3.76,-1.0,0.43,1.05,3.3,103.18,-0.3,32.08,46,3,2162630755347188081,0,0.0,47,9
0,2,2,0,100.0,26.38,0,149,33.89,-30.30418990896826,4749.02,1,0,83,0,0,0,5000,8038,0.212,1,35,216.75,32.0,26.5,-0.04,4.44,0.09,1.52,1.0,1.66,3.71,-1.0,0.44,1.13,3.33,105.53,0.03,32.08,45,3,2162630755347188081,0,0.0,48,4
0,1,1,0,100.0,26.67,0,145,35.11,104.8520284674762,4748.58,0,0,82,0,0,0,5000,8043,0.214,1,35,219.75,32.64,48.0,-0.02,2.27,0.09,1.59,1.0,1.65,3.77,-1.0,0.5,1.05,3.39,107.92,0.02,31.08,44,3,2162630755347188081,0,0.0,49,6
0,2,2,0,100.0,27.11,0,138,36.6,95.57463623764673,4696.65,0,0,80,0,0,0,5000,8064,0.212,1,34,224.01,33.21,41.5,-0.05,4.76,0.1,1.65,1.0,1.64,3.76,-1.0,0.52,1.24,3.48,111.83,0.07,30.08,42,3,2162630755347188081,0,0.0,50,6
0,1,1,0,100.0,27.1,0,136,36.98,107.63644353856414,4684.92,0,0,79,0,0,0,5000,8073,0.213,1,34,227.01,33.8,50.0,-0.02,2.44,0.05,1.52,1.0,1.66,3.8,-1.0,0.54,1.09,3.44,114.27,-0.05,30.08,41,3,2162630755347188081,0,0.0,51,6
0,0,0,0,100.0,26.77,0,138,37.16,76.5,4794.92,1,0,78,0,0,0,5000,8066,0.219,1,32,230.01,34.0,0,0.0,0.0,0.07,1.57,1.0,1.64,3.81,-1.0,0.54,1.0,3.5,114.16,-0.04,30.08,42,3,2162630755347188081,0,0.0,52,2
0,3,3,0,100.0,28.04,0,125,39.86,93.29440637820288,4685.48,0,0,77,0,0,0,5000,8100,0.221,1,29,233.85,33.62,52.0,-0.08,7.69,0.08,1.62,1.0,1.6,3.82,-1.0,0.56,1.35,3.38,120.14,0.06,29.08,39,3,2162630755347188081,0,0.0,53,4
0,1,1,0,100.0,28.85,0,121,41.82,38.74812197338378,4780.48,0,0,76,0,0,0,5000,8116,0.209,1,31,237.85,34.95,21.0,-0.03,2.63,0.03,1.71,1.0,1.59,3.82,-1.0,0.6,1.34,3.37,125.8,0.11,29.08,38,3,2162630755347188081,0,0.0,54,4
0,0,0,0,100.0,29.04,0,121,42.84,99.00000000000001,4879.48,0,0,75,0,0,0,5000,8118,0.208,1,31,241.85,35.95,0,0.0,0.0,0.03,1.66,1.0,1.59,3.82,-1.0,0.62,1.0,3.37,128.41,0.0,29.08,38,3,2162630755347188081,0,0.0,55,1
0,1,1,0,100.0,29.02,0,119,44.08,85.45619821068954,4895.73,0,0,74,0,0,0,5000,8135,0.204,1,30,245.85,37.81,4.0,-0.03,2.7,0.0,1.7,1.0,1.61,3.81,-1.0,0.66,1.02,3.3,132.32,0.06,28.08,37,3,2162630755347188081,0,0.0,56,5
0,0,0,0,100.0,28.4,0,123,43.52,43.58939052013493,4993.73,1,0,73,0,0,0,5000,8127,0.213,1,32,249.85,37.82,0,0.0,0.0,0.0,1.63,1.0,1.62,3.82,-1.0,0.64,1.37,3.24,131.41,-0.02,28.08,38,3,2162630755347188081,0,0.0,57,4
0,0,0,0,100.0,28.33,0,123,44.48,98.00000000000004,5091.73,0,0,72,0,0,0,5000,8121,0.212,1,32,253.85,38.82,0,0.0,0.0,0.0,1.71,1.0,1.62,3.82,-1.0,0.66,0,3.24,133.99,0.05,28.08,38,3,2162630755347188081,0,0.0,58,0
0,1,1,0,100.0,27.27,0,122,44.52,64.21301618710228,5054.84,1,0,71,0,0,0,5000,8117,0.226,1,33,257.85,38.29,58.0,-0.03,2.63,0.03,1.59,1.0,1.61,3.74,-1.0,0.64,1.28,3.18,133.02,-0.06,28.08,38,3,2162630755347188081,0,0.0,59,7
0,0,1,0,100.0,27.29,1,121,44.71,-24.043726775042497,5163.84,2,0,70,0,0,0,5000,8103,0.227,1,30,261.85,36.79,59.0,0.0,2.56,0.08,1.68,1.0,1.55,3.67,-1.0,0.59,1.45,3.15,132.41,0.02,51.89,39,3,2162630755347188081,0,0.0,60,8
