agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,6274285377164870694,0,0.0,0,0
0,37,37,0,100.0,8.51,0,1066,8.51,1016.0132280932273,10695.0,0,0,249,0,0,0,13576,7766,0.139,0,76,77,1.0,0.22,-0.17,17.37,0.0,-0.1,1.0,2.5,3.47,-1.0,-0.91,1.36,3.49,50.21,-0.02,17,213,3,6274285377164870694,0,0.0,1,38
0,17,17,0,100.0,8.49,0,988,8.49,-246.023444184638,9765.04,0,0,247,0,0,0,5000,7336,0.149,0,68,79,2.0,1.35,-0.09,8.67,0.0,0.04,1.0,2.52,3.45,-1.0,-0.82,1.43,3.46,49.82,-0.05,12,196,3,6274285377164870694,0,0.0,2,25
0,12,12,0,100.0,8.3,0,939,8.3,-266.74866924935145,8965.0,0,0,244,0,0,0,5000,7203,0.163,0,65,84.18,3.0,2.17,-0.07,6.52,0.0,0.13,1.0,2.55,3.46,-1.0,-0.76,1.17,3.43,48.72,-0.05,8,184,3,6274285377164870694,0,0.0,3,17
0,15,18,0,100.0,8.38,3,843,8.38,-274.09296747899833,8047.86,0,0,241,0,0,0,5000,7228,0.176,0,56,86.18,4.0,3.33,-0.09,10.84,0.0,0.25,1.0,2.54,3.45,-1.0,-0.7,1.54,3.42,48.48,0.04,8.38,166,3,6274285377164870694,0,0.0,4,14
0,9,11,0,100.0,8.59,2,789,8.59,-200.0551409439937,7431.77,0,0,237,0,0,0,5000,7296,0.195,1,54,89.26,5.0,4.09,-0.06,7.1,0.0,0.37,1.0,2.55,3.44,-1.0,-0.62,1.43,3.37,47.95,0.05,5.38,155,3,6274285377164870694,0,0.0,5,22
0,11,18,0,100.0,9.04,7,683,9.04,-185.61389795336746,6727.14,0,0,232,0,0,0,5000,7372,0.194,2,48,92.26,6.0,5.17,-0.08,13.14,0.0,0.46,1.0,2.49,3.41,-1.0,-0.56,1.14,3.34,49.1,0.1,11.65,137,3,6274285377164870694,0,0.0,6,10
0,4,6,0,100.0,9.12,2,646,9.12,-106.09056790318384,6414.79,0,0,227,0,0,0,5000,7421,0.21,2,48,94.55,7.0,6.0,-0.03,4.58,0.0,0.47,1.0,2.47,3.35,-1.0,-0.5,1.19,3.39,48.97,-0.0,6,131,3,6274285377164870694,0,0.0,7,15
0,4,7,0,100.0,9.37,3,605,9.37,-105.24118360190494,6128.99,0,0,222,0,0,0,5000,7472,0.22,2,44,97,8.0,7.14,-0.03,5.65,0.0,0.53,1.0,2.44,3.29,-1.0,-0.44,1.15,3.4,49.43,-0.0,6.87,124,3,6274285377164870694,0,0.0,8,15
0,3,6,0,100.0,9.55,3,571,9.55,-70.15215154743794,5894.2,0,0,217,0,0,0,5000,7510,0.234,2,41,100,9.0,8.0,-0.03,5.08,0.0,0.61,1.0,2.42,3.31,-1.0,-0.37,1.31,3.43,49.95,0.01,3.45,118,3,6274285377164870694,0,0.0,9,11
0,3,10,0,100.0,9.93,7,522,9.93,-60.90559178700329,5549.6,0,0,212,0,0,0,5000,7545,0.235,1,38,103,10.0,9.0,-0.03,9.26,0.0,0.69,1.0,2.42,3.36,-1.0,-0.31,1.08,3.39,51.39,0.03,5.31,108,3,6274285377164870694,0,0.0,10,8
0,4,10,0,100.0,10.58,6,468,10.58,-29.648656051354447,5151.99,0,0,207,0,0,0,5000,7596,0.244,1,35,105,11.0,10.0,-0.04,10.2,0.0,0.72,1.0,2.39,3.32,-1.0,-0.27,1.24,3.38,52.57,0.04,8.34,98,3,6274285377164870694,0,0.0,11,8
0,0,6,0,100.0,11.2,6,429,11.2,-2.57158993825443,5053.41,0,0,202,0,0,0,5000,7620,0.236,1,34,107.55,12.0,11.0,0.0,6.52,0.0,0.81,1.0,2.33,3.32,-1.0,-0.24,1.02,3.37,54.93,0.04,7.19,92,3,6274285377164870694,0,0.0,12,8
0,4,5,0,100.0,11.23,1,406,11.23,-7.14831761158548,4810.31,0,0,197,0,0,0,5000,7687,0.255,1,34,110.55,13.0,12.0,-0.05,5.75,0.0,0.76,1.0,2.33,3.22,-1.0,-0.22,1.14,3.39,55.29,0.03,5.19,87,3,6274285377164870694,0,0.0,13,5
0,4,10,0,100.0,12.49,6,355,12.49,-3.8753299626474487,4412.76,0,0,191,0,0,0,5000,7751,0.26,1,29,113.55,14.0,13.0,-0.05,12.99,0.0,0.84,1.0,2.31,3.13,-1.0,-0.16,1.34,3.38,57.31,0.05,5.09,77,3,6274285377164870694,0,0.0,14,6
0,2,3,0,100.0,12.51,1,341,12.51,10.155369330971084,4317.81,0,0,186,0,0,0,5000,7797,0.264,1,28,116.55,15.0,14.0,-0.03,4.05,0.0,0.89,1.0,2.3,3.04,-1.0,-0.12,1.51,3.43,58.35,0.04,1.09,74,3,6274285377164870694,0,0.0,15,9
0,3,6,0,100.0,13.17,3,310,13.17,17.838445929233444,4086.38,0,0,181,0,0,0,5000,7833,0.267,1,26,119.51,16.0,15.0,-0.04,8.82,0.0,0.95,1.0,2.28,3.1,-1.0,-0.05,1.43,3.31,60.09,0.04,9,68,3,6274285377164870694,0,0.0,16,9
0,3,6,0,100.0,14.17,3,278,14.17,1.8781134829815862,3929.88,1,0,176,0,0,0,5000,7866,0.261,1,24,122.51,16.75,16.0,-0.05,9.52,0.02,0.99,1.0,2.21,3.17,-1.0,0.02,1.1,3.43,62.38,-0.0,10.64,63,3,6274285377164870694,0,0.0,17,2
0,1,1,0,100.0,14.1,0,277,14.14,-18.739794366269336,3908.38,1,0,171,0,0,0,5000,7895,0.266,1,24,125.35,17.73,1.0,-0.02,1.59,0.03,1.03,1.0,2.2,3.14,-1.0,0.07,1.18,3.4,62.04,-0.06,7.64,63,3,6274285377164870694,0,0.0,18,8
0,1,1,0,100.0,14.51,0,270,14.58,37.90816664588629,3940.19,0,0,166,0,0,0,5000,7914,0.268,1,25,128.35,18.73,19.0,-0.02,1.61,0.02,1.08,1.0,2.18,3.16,-1.0,0.09,1.5,3.39,63.55,-0.01,4.64,62,3,6274285377164870694,0,0.0,19,3
0,1,3,0,100.0,15.4,2,256,15.5,52.118486219527156,3889.39,0,0,161,0,0,0,5000,7922,0.271,1,21,131.35,19.71,19.0,-0.02,5.08,0.02,1.15,1.0,2.17,3.25,-1.0,0.14,1.08,3.49,65.92,0.01,1.64,59,3,6274285377164870694,0,0.0,20,5
0,0,1,0,100.0,15.95,1,252,16.24,57.44932063596129,3946.74,0,0,156,0,0,0,5000,7926,0.268,1,21,134.95,20.71,20.0,0.0,1.72,0.02,1.18,1.0,2.17,3.29,-1.0,0.18,1.11,3.53,68.05,-0.01,6.8,58,3,6274285377164870694,0,0.0,21,8
0,3,3,0,100.0,16.86,0,237,17.22,40.718247662458666,3823.4,0,0,151,0,0,0,5000,7962,0.282,1,22,137.99,21.69,21.0,-0.05,5.45,0.02,1.16,1.0,2.15,3.27,-1.0,0.21,1.55,3.56,69.52,-0.02,3.8,55,3,6274285377164870694,0,0.0,22,7
0,1,2,0,100.0,18.24,1,224,18.68,42.806950431165376,3809.1,0,0,147,0,0,0,5000,7983,0.281,1,21,141.99,22.68,22.0,-0.02,3.77,0.02,1.24,1.0,2.11,3.3,-1.0,0.22,1.13,3.55,71.87,0.02,11.46,53,3,6274285377164870694,0,0.0,23,9
0,0,0,0,100.0,18.46,0,224,19.04,57.84564382050293,3867.1,0,0,143,0,0,0,5000,7989,0.289,1,22,146.04,23.68,0,0.0,0.0,0.02,1.29,1.0,2.11,3.3,-1.0,0.25,1.01,3.55,72.96,0.02,7.46,53,3,6274285377164870694,0,0.0,24,6
