agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,7121324739829683602,0,0.0,0,0
0,32,32,0,100.0,8.38,0,1088,8.38,959.9168024257375,10843.0,0,0,249,0,0,0,13576,7728,0.146,0,75,81,1.0,0.16,-0.14,14.68,0.0,-0.11,1.0,2.5,3.48,-1.0,-0.91,1.24,3.46,49.74,-0.07,16.58,218,3,7121324739829683602,0,0.0,1,29
0,16,16,0,100.0,8.81,0,1005,8.81,-261.6496819473719,10026.51,0,0,247,0,0,0,5000,7270,0.154,0,73,84,2.0,1.31,-0.07,7.92,0.0,0.07,1.0,2.49,3.47,-1.0,-0.82,1.32,3.49,49.64,-0.04,15.55,202,3,7121324739829683602,0,0.0,2,35
0,15,15,0,100.0,9.03,0,923,9.03,-235.90311947937255,9239.42,0,0,244,0,0,0,5000,7114,0.169,0,69,87,3.0,2.33,-0.08,8.02,0.0,0.15,1.0,2.47,3.48,-1.0,-0.76,1.12,3.47,49.41,-0.01,14.55,187,3,7121324739829683602,0,0.0,3,15
0,12,14,0,100.0,9.59,2,844,9.59,-186.54161869163883,8648.87,0,0,241,0,0,0,5000,7105,0.177,0,65,89.3,4.0,3.36,-0.07,8.09,0.0,0.28,1.0,2.44,3.42,-1.0,-0.68,1.18,3.48,49.99,0.03,11.64,173,3,7121324739829683602,0,0.0,4,20
0,6,10,0,100.0,9.97,4,787,9.97,-131.7621497619635,8192.66,0,0,238,0,0,0,5000,7138,0.188,0,59,91.3,5.0,4.2,-0.04,6.13,0.0,0.4,1.0,2.41,3.42,-1.0,-0.59,1.15,3.44,50.26,0.02,4.64,163,3,7121324739829683602,0,0.0,5,23
0,5,11,0,100.0,10.39,6,720,10.39,-86.99528902040396,7755.3,0,0,234,0,0,0,5000,7171,0.197,0,59,93.3,6.0,5.09,-0.03,7.24,0.0,0.49,1.0,2.37,3.43,-1.0,-0.51,1.15,3.4,51.02,0.04,12.73,152,3,7121324739829683602,0,0.0,6,17
0,6,13,0,100.0,11.02,7,650,11.02,-45.48989940593479,7269.35,0,0,230,0,0,0,5000,7212,0.203,0,55,96.3,7.0,6.15,-0.04,9.35,0.0,0.55,1.0,2.34,3.39,-1.0,-0.42,1.19,3.47,52.3,0.01,10.34,139,3,7121324739829683602,0,0.0,7,17
0,7,12,0,100.0,11.68,5,583,11.68,-25.045788990100633,6861.53,0,0,225,0,0,0,5000,7288,0.198,0,50,99.3,8.0,7.08,-0.06,9.45,0.0,0.63,1.0,2.3,3.33,-1.0,-0.33,1.25,3.47,54.03,0.02,10.43,127,3,7121324739829683602,0,0.0,8,16
0,7,8,0,100.0,12.15,1,540,12.15,-11.10861264200588,6588.26,0,0,220,0,0,0,5000,7371,0.202,0,45,102.3,9.0,8.12,-0.06,6.72,0.0,0.73,1.0,2.27,3.34,-1.0,-0.25,1.27,3.5,55.36,0.05,9.43,119,3,7121324739829683602,0,0.0,9,17
