agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,5066107342912348759,0,0.0,0,0
0,38,38,0,100.0,8.45,0,1059,8.45,815.9180536344584,10660.7,0,0,249,0,0,0,13576,7770,0.141,1,80,81.45,1.0,0.32,-0.17,17.92,0.0,-0.08,1.0,2.5,3.41,-1.0,-0.92,1.16,3.43,50.29,0.01,17,212,3,5066107342912348759,0,0.0,1,34
0,19,19,0,100.0,8.6,0,971,8.6,-264.55356368183453,9637.45,0,0,247,0,0,0,5000,7360,0.156,1,74,86.42,2.0,1.16,-0.1,9.84,0.0,-0.01,1.0,2.52,3.41,-1.0,-0.85,1.18,3.46,49.93,-0.06,12,193,3,5066107342912348759,0,0.0,2,18
0,13,14,0,100.0,8.76,1,896,8.76,-236.3615980961725,8899.27,0,0,244,0,0,0,5000,7210,0.165,1,66,86.42,3.0,2.21,-0.07,7.82,0.0,0.11,1.0,2.5,3.44,-1.0,-0.77,1.09,3.5,49.72,-0.05,13,179,3,5066107342912348759,0,0.0,3,19
0,10,14,0,100.0,8.86,4,820,8.86,-196.67137180523196,8199.12,0,0,241,0,0,0,5000,7215,0.172,1,63,86.42,4.0,3.0,-0.06,8.48,0.0,0.18,1.0,2.48,3.36,-1.0,-0.69,1.19,3.55,49.69,-0.07,9,165,3,5066107342912348759,0,0.0,4,21
0,8,16,0,100.0,9.29,8,726,9.29,-163.6075377248375,7531.42,0,0,237,0,0,0,5000,7280,0.176,1,56,87,5.0,4.06,-0.05,10.74,0.0,0.28,1.0,2.44,3.38,-1.0,-0.66,1.08,3.64,50.55,-0.01,10.95,149,3,5066107342912348759,0,0.0,5,11
0,6,9,0,100.0,9.52,3,681,9.52,-116.32287950493249,7059.44,0,0,233,0,0,0,5000,7331,0.194,1,52,91.36,6.0,5.33,-0.04,6.43,0.0,0.28,1.0,2.43,3.41,-1.0,-0.61,1.19,3.68,50.42,-0.06,11,140,3,5066107342912348759,0,0.0,6,12
0,4,10,0,100.0,9.68,6,625,9.68,-87.47323662594926,6644.98,0,0,228,0,0,0,5000,7385,0.202,1,49,94.36,7.0,6.0,-0.03,7.69,0.0,0.33,1.0,2.4,3.36,-1.0,-0.55,1.22,3.7,51.12,-0.08,19,130,3,5066107342912348759,0,0.0,7,13
0,6,12,0,100.0,10.12,6,566,10.12,-74.43961588939067,6101.89,0,0,223,0,0,0,5000,7462,0.222,1,45,97.36,8.0,7.08,-0.05,10.17,0.0,0.41,1.0,2.4,3.31,-1.0,-0.49,1.1,3.65,51.71,-0.04,17,118,3,5066107342912348759,0,0.0,8,13
0,1,6,0,100.0,10.45,5,533,10.45,-47.82899256658154,5898.17,0,0,218,0,0,0,5000,7508,0.235,1,41,100.39,9.0,8.0,-0.01,5.36,0.0,0.54,1.0,2.38,3.29,-1.0,-0.44,1.01,3.7,52.66,-0.01,14.05,112,3,5066107342912348759,0,0.0,9,5
0,7,9,0,100.0,10.95,2,482,10.95,-42.80924328931625,5531.58,0,0,213,0,0,0,5000,7579,0.253,1,39,104.61,10.0,9.11,-0.07,8.74,0.0,0.54,1.0,2.34,3.25,-1.0,-0.41,1.07,3.65,53.7,0.01,10,103,3,5066107342912348759,0,0.0,10,8
