agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,3475678024851255535,0,0.0,0,0
0,36,36,0,100.0,8.27,0,1074,8.27,824.6434563827935,10666.68,0,0,249,0,0,0,13576,7741,0.142,0,76,78,1.0,0.31,-0.16,16.82,0.0,-0.08,1.0,2.51,3.46,-1.0,-0.91,1.38,3.57,49.84,-0.01,16.25,214,3,3475678024851255535,0,0.0,1,34
0,13,13,0,100.0,8.31,0,1009,8.31,-258.00104459635463,9898.72,0,0,247,0,0,0,5000,7312,0.151,0,70,77.2,2.0,1.15,-0.06,6.47,0.0,0.08,1.0,2.51,3.43,-1.0,-0.81,1.28,3.58,49.25,-0.04,11.25,201,3,3475678024851255535,0,0.0,2,24
0,15,16,0,100.0,8.47,1,919,8.47,-268.07044219744205,9128.31,0,0,244,0,0,0,5000,7175,0.158,0,65,77,3.0,2.25,-0.08,8.65,0.0,0.2,1.0,2.48,3.49,-1.0,-0.74,1.3,3.61,49.34,0.02,6.25,185,3,3475678024851255535,0,0.0,3,19
0,13,16,0,100.0,8.73,3,833,8.73,-217.1281069075595,8376.17,0,0,241,0,0,0,5000,7193,0.167,0,59,77,4.0,3.12,-0.08,9.47,0.0,0.25,1.0,2.46,3.43,-1.0,-0.67,1.07,3.6,49.56,-0.0,2.25,169,3,3475678024851255535,0,0.0,4,13
0,13,18,0,100.0,9.02,5,740,9.02,-177.07823960589246,7566.14,0,0,237,0,0,0,5000,7269,0.179,0,55,87.47,5.0,4.22,-0.09,11.92,0.0,0.3,1.0,2.45,3.39,-1.0,-0.62,1.27,3.51,50.11,0.01,5,151,3,3475678024851255535,0,0.0,5,11
0,4,9,0,100.0,9.34,5,687,9.34,-107.0078894858609,7185.25,0,0,233,0,0,0,5000,7306,0.186,0,55,86.47,6.0,5.11,-0.03,6.34,0.0,0.43,1.0,2.42,3.38,-1.0,-0.56,1.28,3.54,50.6,0.02,15,142,3,3475678024851255535,0,0.0,6,7
0,6,9,0,100.0,9.7,3,638,9.7,-82.64331507731771,6742.8,0,0,228,0,0,0,5000,7359,0.205,0,47,86.14,7.0,6.11,-0.05,6.77,0.0,0.55,1.0,2.4,3.42,-1.0,-0.48,1.2,3.52,50.7,0.08,8,133,3,3475678024851255535,0,0.0,7,13
0,10,14,0,100.0,10.16,4,562,10.16,-93.41360158654606,6220.53,0,0,223,0,0,0,5000,7454,0.212,1,43,88.42,8.0,7.07,-0.08,11.76,0.0,0.64,1.0,2.36,3.45,-1.0,-0.44,1.31,3.64,52.27,0.16,7,119,3,3475678024851255535,0,0.0,8,9
0,3,6,0,100.0,10.55,3,531,10.55,-52.219468439387924,5993.91,0,0,218,0,0,0,5000,7504,0.224,1,43,91.2,9.0,8.17,-0.03,5.31,0.0,0.78,1.0,2.35,3.39,-1.0,-0.36,1.19,3.68,53.04,0.16,8,113,3,3475678024851255535,0,0.0,9,12
0,1,10,0,100.0,11.55,9,467,11.55,-11.76015695459953,5748.59,0,0,213,0,0,0,5000,7524,0.214,1,41,94.2,10.0,9.0,-0.01,9.71,0.0,0.96,1.0,2.27,3.47,-1.0,-0.27,1.38,3.7,55.81,0.24,4,103,3,3475678024851255535,0,0.0,10,5
0,2,8,0,100.0,12.67,6,423,12.67,22.846638026119784,5556.08,0,0,208,0,0,0,5000,7563,0.203,1,40,96.61,11.0,10.12,-0.02,8.42,0.0,1.12,1.0,2.23,3.49,-1.0,-0.16,1.27,3.79,58.49,0.3,5,95,3,3475678024851255535,0,0.0,11,13
0,1,4,0,100.0,13.15,3,401,13.15,31.52018923651486,5438.81,0,0,203,0,0,0,5000,7611,0.208,1,38,99.61,12.0,11.0,-0.01,4.4,0.0,1.11,1.0,2.2,3.48,-1.0,-0.08,1.35,3.86,59.77,0.2,7,91,3,3475678024851255535,0,0.0,12,10
0,4,7,0,100.0,13.7,3,374,13.7,46.07200237594644,5158.94,0,0,198,0,0,0,5000,7658,0.211,1,37,102.76,13.0,12.14,-0.05,8.33,0.0,1.08,1.0,2.23,3.49,-1.0,0.02,1.19,3.9,61.42,0.1,6,84,3,3475678024851255535,0,0.0,13,8
0,2,3,0,100.0,13.9,1,367,13.9,6.357230105069714,5050.49,1,0,193,0,0,0,5000,7687,0.216,1,35,105.76,13.84,13.0,-0.02,3.66,0.01,1.09,1.0,2.24,3.48,-1.0,0.08,1.06,3.87,61.59,0.02,4,82,3,3475678024851255535,0,0.0,14,8
0,2,5,0,100.0,14.76,3,347,14.77,-52.404774643621984,4986.66,0,0,188,0,0,0,5000,7728,0.218,1,35,124.36,14.83,14.0,-0.03,6.49,0.0,1.18,1.0,2.25,3.58,-1.0,0.12,1.11,3.92,64.76,0.08,13.7,77,3,3475678024851255535,0,0.0,15,8
0,0,2,0,100.0,14.34,2,348,14.34,-89.1762901809206,5024.72,4,0,183,0,0,0,5000,7702,0.214,1,36,126.36,15.08,15.0,0.0,2.53,0.05,1.2,1.0,2.2,3.58,-1.0,0.14,1.01,4.03,63.6,0.01,13.37,79,3,3475678024851255535,0,0.0,16,5
0,2,4,0,100.0,14.94,2,335,14.94,-95.07132130035023,4945.05,1,0,178,0,0,0,5000,7706,0.218,1,37,128.36,15.83,16.0,-0.03,5.26,0.04,1.23,1.0,2.2,3.57,-1.0,0.21,1.28,4.01,65.07,0.01,10.37,76,3,3475678024851255535,0,0.0,17,11
0,2,3,0,100.0,15.77,1,321,15.79,57.31079803197258,4829.56,0,0,173,0,0,0,5000,7732,0.229,1,37,130.98,16.78,17.0,-0.03,4.11,0.04,1.32,1.0,2.2,3.59,-1.0,0.27,1.12,4.04,66.16,0.03,4.37,73,3,3475678024851255535,0,0.0,18,11
0,2,3,0,100.0,16.04,1,309,16.09,10.07081862603161,4780.69,1,0,168,0,0,0,5000,7761,0.231,1,36,132.98,17.7,13.0,-0.03,4.23,0.04,1.45,1.0,2.18,3.58,-1.0,0.31,1.16,4.04,67.33,0.12,6,71,3,3475678024851255535,0,0.0,19,6
0,0,1,0,100.0,15.58,1,319,15.65,-149.94751099073795,4878.69,5,0,164,0,0,0,5000,7727,0.221,1,40,133.98,17.51,19.0,0.0,1.33,0.11,1.42,1.0,2.13,3.52,-1.0,0.31,1.08,4.09,65.05,0.01,10.62,75,3,3475678024851255535,0,0.0,20,10
0,2,2,0,100.0,16.14,0,312,16.25,14.041224705044684,4892.49,1,0,160,0,0,0,5000,7725,0.227,1,41,136.36,18.2,20.0,-0.03,2.7,0.09,1.46,1.0,2.11,3.53,-1.0,0.37,1.17,4.08,66.11,0.03,8.62,74,3,3475678024851255535,0,0.0,21,11
0,4,5,0,100.0,16.99,1,294,17.15,-68.33769396664977,4843.41,1,0,156,0,0,0,5000,7746,0.222,1,38,138.36,18.74,21.2,-0.06,7.14,0.09,1.52,1.0,2.1,3.56,-1.0,0.36,1.0,4.07,69.19,0.13,5.62,70,3,3475678024851255535,0,0.0,22,2
0,1,1,0,100.0,17.62,0,288,17.83,80.52269862300392,4874.09,0,0,152,0,0,0,5000,7767,0.228,1,37,140.81,19.7,22.0,-0.01,1.45,0.09,1.58,1.0,2.09,3.57,-1.0,0.39,1.03,4.04,70.64,0.12,2.62,69,3,3475678024851255535,0,0.0,23,7
