agentAgingDeaths,agentCombatDeaths,agentDeaths,agentDiseaseDeaths,agentLastMoveOptimalityPercentage,agentMeanTimeToLive,agentStarvationDeaths,agentTotalMetabolism,agentWealthBurnRate,agentWealthCollected,agentWealthTotal,agentsBorn,agentsReplaced,carryingCapacity,diseaseEffectiveReproductionRate,diseaseIncidence,diseasePrevalence,environmentWealthCreated,environmentWealthTotal,giniCoefficient,largestTribe,largestTribeSize,maxWealth,meanAge,meanAgeAtDeath,meanConflictHappiness,meanDeathsPercentage,meanFamilyHappiness,meanHappiness,meanHealthHappiness,meanMetabolism,meanMovement,meanSelfishness,meanSocialHappiness,meanTradePrice,meanVision,meanWealth,meanWealthHappiness,minWealth,population,remainingTribes,seed,sickAgents,sickAgentsPercentage,timestep,tradeVolume
0,0,0,0,100.0,7.94,0,1246,7.94,12442,12442,0,0,250,0,0,0,0,8576,0.132,0,84,78,0.0,0,0.0,0.0,0.0,0.0,0.0,2.49,3.48,-1.0,0.0,0,3.48,49.77,0.0,21,250,3,4101410184768381198,0,0.0,0,0
0,42,42,0,100.0,8.42,0,1036,8.42,1157.0521738383663,10534.76,0,0,248,0,0,0,13576,7746,0.136,1,74,82,1.0,0.24,-0.19,20.19,0.0,-0.09,1.0,2.49,3.49,-1.0,-0.91,1.21,3.57,50.65,0.01,17,208,3,4101410184768381198,0,0.0,1,31
0,20,20,0,100.0,8.78,0,937,8.78,-228.16655797403814,9500.3,0,0,245,0,0,0,5000,7343,0.147,1,69,82,2.0,1.25,-0.11,10.64,0.0,0.02,1.0,2.49,3.52,-1.0,-0.82,1.36,3.59,50.53,-0.06,13,188,3,4101410184768381198,0,0.0,2,31
0,13,15,0,100.0,9.01,2,857,9.01,-201.35602642746204,8716.12,0,0,242,0,0,0,5000,7203,0.161,1,67,81.4,3.0,2.13,-0.08,8.67,0.0,0.12,1.0,2.48,3.53,-1.0,-0.74,1.17,3.58,50.38,-0.07,9,173,3,4101410184768381198,0,0.0,3,21
0,8,10,0,100.0,9.16,2,807,9.16,-175.23164889877162,8171.07,0,0,239,0,0,0,5000,7187,0.177,1,59,82,4.0,3.1,-0.05,6.13,0.0,0.24,1.0,2.48,3.55,-1.0,-0.66,1.59,3.61,50.13,-0.05,5,163,3,4101410184768381198,0,0.0,4,22
0,13,17,0,100.0,9.64,4,713,9.64,-160.0011655293792,7497.66,0,0,235,0,0,0,5000,7266,0.176,1,57,85,5.0,4.18,-0.09,11.64,0.0,0.31,1.0,2.44,3.51,-1.0,-0.61,1.24,3.58,51.35,0.01,6.72,146,3,4101410184768381198,0,0.0,5,15
0,7,13,0,100.0,9.99,6,637,9.99,-98.59431258024196,6881.33,0,0,230,0,0,0,5000,7346,0.186,1,53,88,6.0,5.08,-0.05,9.77,0.0,0.42,1.0,2.39,3.47,-1.0,-0.53,1.16,3.58,51.74,-0.0,6.01,133,3,4101410184768381198,0,0.0,6,9
0,6,8,0,100.0,10.3,2,591,10.3,-65.7347034684112,6533.9,0,0,225,0,0,0,5000,7421,0.197,1,50,90.51,7.0,6.0,-0.05,6.4,0.0,0.5,1.0,2.36,3.47,-1.0,-0.47,1.25,3.6,52.27,0.02,7.52,125,3,4101410184768381198,0,0.0,7,14
0,7,9,0,100.0,10.43,2,546,10.43,-56.47221314632918,6180.77,0,0,220,0,0,0,5000,7486,0.206,1,47,90.18,8.0,7.22,-0.06,7.76,0.0,0.57,1.0,2.35,3.45,-1.0,-0.44,1.22,3.62,53.28,0.07,14,116,3,4101410184768381198,0,0.0,8,8
0,2,6,0,100.0,10.77,4,512,10.77,-14.705548146604762,5965.87,0,0,215,0,0,0,5000,7510,0.214,1,45,93.18,9.0,8.0,-0.02,5.45,0.0,0.68,1.0,2.33,3.46,-1.0,-0.38,1.24,3.6,54.24,0.08,7,110,3,4101410184768381198,0,0.0,9,11
0,5,11,0,100.0,11.6,6,447,11.6,-19.463961758309665,5619.97,0,0,210,0,0,0,5000,7564,0.204,1,44,95.72,10.0,9.09,-0.05,11.11,0.0,0.72,1.0,2.26,3.4,-1.0,-0.33,1.15,3.61,56.77,0.1,7,99,3,4101410184768381198,0,0.0,10,11
0,5,11,0,100.0,12.57,6,391,12.57,7.476896603005493,5224.92,0,0,204,0,0,0,5000,7631,0.202,1,44,99.72,11.0,10.09,-0.06,12.5,0.0,0.87,1.0,2.22,3.42,-1.0,-0.24,1.08,3.61,59.37,0.16,7.78,88,3,4101410184768381198,0,0.0,11,8
0,4,8,0,100.0,13.7,4,352,13.7,32.39955635790256,4970.45,0,0,198,0,0,0,5000,7684,0.195,1,40,102.72,12.0,11.25,-0.05,10.0,0.0,0.98,1.0,2.2,3.56,-1.0,-0.16,1.19,3.73,62.13,0.19,21.53,80,3,4101410184768381198,0,0.0,12,8
0,2,2,0,100.0,14.22,0,345,14.22,60.49761227025925,4936.9,0,0,192,0,0,0,5000,7720,0.203,1,39,106.72,13.0,13.0,-0.03,2.56,0.0,1.04,1.0,2.21,3.62,-1.0,-0.11,1.14,3.77,63.29,0.17,18,78,3,4101410184768381198,0,0.0,13,5
0,2,2,0,100.0,14.5,0,335,14.5,45.388750460030415,4831.83,0,0,187,0,0,0,5000,7761,0.215,1,40,110.72,14.0,13.0,-0.03,2.63,0.0,1.05,1.0,2.2,3.61,-1.0,-0.06,1.1,3.76,63.58,0.13,14,76,3,4101410184768381198,0,0.0,14,10
0,4,4,0,100.0,14.22,0,321,14.22,-64.14278520171746,4691.35,2,0,182,0,0,0,5000,7786,0.215,1,39,114.72,14.62,14.0,-0.05,5.41,0.03,1.02,1.0,2.17,3.5,-1.0,-0.04,1.17,3.8,63.4,0.09,10,74,3,4101410184768381198,0,0.0,15,8
0,3,5,0,100.0,15.18,2,301,15.18,-106.82617940535339,4670.76,2,0,177,0,0,0,5000,7788,0.196,1,41,109.42,15.18,15.0,-0.04,7.04,0.04,1.12,1.0,2.12,3.56,-1.0,-0.02,1.38,3.79,65.79,0.14,13.75,71,3,4101410184768381198,0,0.0,16,8
0,3,5,0,100.0,16.1,2,285,16.1,-185.57002504073324,4615.29,2,0,172,0,0,0,5000,7815,0.212,1,40,141.1,15.68,16.0,-0.04,7.35,0.04,1.06,1.0,2.1,3.63,-1.0,0.0,1.07,3.71,67.87,0.06,11.75,68,3,4101410184768381198,0,0.0,17,9
0,2,4,0,100.0,16.63,2,266,16.63,17.0746952752965,4509.75,1,0,167,0,0,0,5000,7839,0.216,1,38,144.1,16.35,17.0,-0.03,6.15,0.05,1.12,1.0,2.05,3.63,-1.0,0.04,1.02,3.66,69.38,0.06,7.75,65,3,4101410184768381198,0,0.0,18,4
0,1,4,0,100.0,17.01,3,251,17.01,-28.539720603007762,4443.57,2,0,162,0,0,0,5000,7848,0.204,1,38,147.23,16.73,18.0,-0.02,6.35,0.08,1.15,1.0,1.99,3.56,-1.0,0.06,1.13,3.63,70.53,0.03,8.44,63,3,4101410184768381198,0,0.0,19,13
0,4,4,0,100.0,17.67,0,236,17.67,14.954045834535286,4287.18,1,0,157,0,0,0,5000,7890,0.218,1,37,150.64,17.3,19.0,-0.07,6.67,0.08,1.09,1.0,1.97,3.5,-1.0,0.07,1.06,3.77,71.45,0.0,4.44,60,3,4101410184768381198,0,0.0,20,10
0,2,2,0,100.0,17.94,0,230,17.94,51.44298615078449,4273.22,1,0,153,0,0,0,5000,7908,0.218,1,33,153.81,17.92,20.0,-0.03,3.39,0.08,1.16,1.0,1.95,3.41,-1.0,0.07,1.2,3.76,72.43,0.04,3.44,59,3,4101410184768381198,0,0.0,21,8
0,2,3,0,100.0,18.83,1,217,18.83,57.930622295236674,4251.05,1,0,149,0,0,0,5000,7925,0.21,1,32,156.81,18.7,16.0,-0.04,5.26,0.07,1.12,1.0,1.9,3.28,-1.0,0.1,1.05,3.88,74.58,-0.01,11.93,57,3,4101410184768381198,0,0.0,22,10
0,0,0,0,100.0,19.19,0,219,19.19,56.35900484943376,4351.05,1,0,145,0,0,0,5000,7921,0.214,1,34,159.81,19.38,0,0.0,0.0,0.07,1.11,1.0,1.89,3.28,-1.0,0.12,1.25,3.91,75.02,-0.08,9.93,58,3,4101410184768381198,0,0.0,23,6
0,3,3,0,100.0,20.13,0,205,20.13,81.99148450107907,4295.01,0,0,141,0,0,0,5000,7945,0.209,1,33,162.81,20.58,15.67,-0.05,5.45,0.05,1.18,1.0,1.86,3.24,-1.0,0.16,1.19,3.91,78.09,0.02,8.93,55,3,4101410184768381198,0,0.0,24,4
0,0,0,0,100.0,20.41,0,205,20.46,92.98717726368773,4388.01,0,0,137,0,0,0,5000,7958,0.21,1,33,165.81,21.58,0,0.0,0.0,0.05,1.28,1.0,1.86,3.24,-1.0,0.22,1.14,3.91,79.78,0.01,6.93,55,3,4101410184768381198,0,0.0,25,9
0,1,1,0,100.0,21.09,0,202,21.24,64.94046669723213,4477.01,0,0,133,0,0,0,5000,7970,0.206,1,32,168.81,22.52,25.0,-0.02,1.85,0.04,1.34,1.0,1.87,3.28,-1.0,0.26,1.01,3.91,82.91,0.07,5.83,54,3,4101410184768381198,0,0.0,26,6
0,0,1,0,100.0,21.6,1,198,21.84,36.73201504972752,4566.24,1,0,130,0,0,0,5000,7966,0.201,1,33,171.81,23.04,26.0,0.0,1.85,0.06,1.35,1.0,1.83,3.24,-1.0,0.27,1.2,3.96,84.56,0.02,3.83,54,3,4101410184768381198,0,0.0,27,6
0,0,1,0,100.0,22.54,1,192,22.88,95.82725584512986,4662.41,0,0,127,0,0,0,5000,7964,0.187,1,33,177.27,23.96,27.0,0.0,1.89,0.06,1.41,1.0,1.81,3.25,-1.0,0.36,1.15,4.02,87.97,0.0,29.69,53,3,4101410184768381198,0,0.0,28,10
0,1,3,0,100.0,24.32,2,179,24.78,98.94408069382635,4604.54,0,0,124,0,0,0,5000,7975,0.177,1,32,180.27,24.72,28.0,-0.02,6.0,0.06,1.51,1.0,1.79,3.36,-1.0,0.44,1.25,4.06,92.09,0.03,53.36,50,3,4101410184768381198,0,0.0,29,9
0,2,2,0,100.0,24.83,0,172,25.45,93.26633244930385,4529.16,0,0,121,0,0,0,5000,8009,0.181,1,31,183.27,26.21,13.0,-0.04,4.17,0.02,1.47,1.0,1.79,3.38,-1.0,0.49,1.09,4.1,94.36,0.0,53.36,48,3,4101410184768381198,0,0.0,30,6
0,1,1,0,100.0,25.2,0,171,25.62,10.492633061794777,4632.16,1,0,118,0,0,0,5000,8012,0.173,1,28,186.27,26.58,30.0,-0.02,2.08,0.04,1.54,1.0,1.78,3.42,-1.0,0.48,1.06,4.17,96.5,0.04,53.36,48,3,4101410184768381198,0,0.0,31,5
0,0,0,0,100.0,24.5,0,180,25.16,43.10753285889884,4746.16,2,0,115,0,0,0,5000,7988,0.18,1,30,189.27,26.52,0,0.0,0.0,0.08,1.49,1.0,1.8,3.38,-1.0,0.45,1.05,4.22,94.92,-0.04,38.3,50,3,4101410184768381198,0,0.0,32,4
0,0,0,0,100.0,25.21,0,180,26.14,98.29647769897059,4845.16,0,0,112,0,0,0,5000,7986,0.18,1,30,192.27,27.52,0,0.0,0.0,0.08,1.53,1.0,1.8,3.38,-1.0,0.48,1.11,4.22,96.9,-0.04,39.76,50,3,4101410184768381198,0,0.0,33,7
0,2,2,0,100.0,24.49,0,179,25.62,62.21733848550436,4728.85,1,0,109,0,0,0,5000,8002,0.187,1,30,167.06,28.1,24.0,-0.04,4.08,0.08,1.43,1.0,1.83,3.41,-1.0,0.45,1.03,4.2,96.51,-0.06,32.06,49,3,4101410184768381198,0,0.0,34,9
0,1,1,0,100.0,24.52,0,176,25.98,64.97032617559339,4765.27,1,0,106,0,0,0,5000,8010,0.188,1,30,170.06,28.41,34.0,-0.02,2.04,0.1,1.55,1.0,1.8,3.43,-1.0,0.43,1.24,4.12,97.25,0.04,32.06,49,3,4101410184768381198,0,0.0,35,2
0,0,1,0,100.0,25.32,1,171,27.2,91.77785181161795,4806.91,0,0,104,0,0,0,5000,8017,0.184,1,30,173.06,29.27,35.0,0.0,2.08,0.1,1.71,1.0,1.78,3.46,-1.0,0.47,1.35,4.12,100.14,0.14,32.06,48,3,4101410184768381198,0,0.0,36,2
0,0,0,0,100.0,24.47,0,180,26.52,-1.7576798100955102,4911.91,2,0,102,0,0,0,5000,7998,0.196,1,32,176.05,29.1,0,0.0,0.0,0.12,1.57,1.0,1.8,3.4,-1.0,0.45,1.19,4.16,98.24,-0.0,33.06,50,3,4101410184768381198,0,0.0,37,9
0,0,0,0,100.0,22.84,0,191,24.66,-15.078133964105184,5028.91,3,0,100,0,0,0,5000,7965,0.201,1,37,179.05,28.45,0,0.0,0.0,0.19,1.44,1.0,1.8,3.32,-1.0,0.41,1.46,4.19,94.89,-0.15,33.96,53,3,4101410184768381198,0,0.0,38,11
0,3,3,0,100.0,23.62,0,179,26.28,34.28234966350975,4947.73,1,0,98,0,0,0,5000,7975,0.206,1,37,183.95,29.33,21.0,-0.06,5.88,0.18,1.48,1.0,1.75,3.37,-1.0,0.44,1.24,4.2,97.01,-0.08,34.96,51,3,4101410184768381198,0,0.0,39,7
0,2,2,0,100.0,25.23,0,172,28.48,10.654777516775866,5044.73,0,0,96,0,0,0,5000,7987,0.213,1,35,187.95,29.94,39.0,-0.04,4.08,0.14,1.56,1.0,1.76,3.35,-1.0,0.47,1.01,4.2,102.95,-0.01,34.96,49,3,4101410184768381198,0,0.0,40,6
